census_year,rc13,rc13desc,sex,age_grp,ur5_rc13,ur5_rc13desc,count
2006,04,Bay of Plenty Region,Male,75–79,01,Northland Region,00021
2006,04,Bay of Plenty Region,Male,75–79,02,Auckland Region,00096
2006,04,Bay of Plenty Region,Male,75–79,03,Waikato Region,00132
2006,04,Bay of Plenty Region,Male,75–79,04,Bay of Plenty Region,03093
2006,04,Bay of Plenty Region,Male,75–79,05,Gisborne Region,00006
2006,04,Bay of Plenty Region,Male,75–79,06,Hawke's Bay Region,00015
2006,04,Bay of Plenty Region,Male,75–79,07,Taranaki Region,00012
2006,04,Bay of Plenty Region,Male,75–79,08,Manawatu-Wanganui Region,00021
2006,04,Bay of Plenty Region,Male,75–79,09,Wellington Region,00018
2006,04,Bay of Plenty Region,Male,75–79,12,West Coast Region,..C
2006,04,Bay of Plenty Region,Male,75–79,13,Canterbury Region,00006
2006,04,Bay of Plenty Region,Male,75–79,14,Otago Region,..C
2006,04,Bay of Plenty Region,Male,75–79,15,Southland Region,..C
2006,04,Bay of Plenty Region,Male,75–79,16,Tasman Region,..C
2006,04,Bay of Plenty Region,Male,75–79,17,Nelson Region,..C
2006,04,Bay of Plenty Region,Male,75–79,18,Marlborough Region,00006
2006,04,Bay of Plenty Region,Male,80–84,,,00174
2006,04,Bay of Plenty Region,Male,80–84,01,Northland Region,00006
2006,04,Bay of Plenty Region,Male,80–84,02,Auckland Region,00057
2006,04,Bay of Plenty Region,Male,80–84,03,Waikato Region,00063
2006,04,Bay of Plenty Region,Male,80–84,04,Bay of Plenty Region,01995
2006,04,Bay of Plenty Region,Male,80–84,05,Gisborne Region,..C
2006,04,Bay of Plenty Region,Male,80–84,06,Hawke's Bay Region,..C
2006,04,Bay of Plenty Region,Male,80–84,07,Taranaki Region,..C
2006,04,Bay of Plenty Region,Male,80–84,08,Manawatu-Wanganui Region,00009
2006,04,Bay of Plenty Region,Male,80–84,09,Wellington Region,00009
2006,04,Bay of Plenty Region,Male,80–84,12,West Coast Region,..C
2006,04,Bay of Plenty Region,Male,80–84,13,Canterbury Region,00012
2006,04,Bay of Plenty Region,Male,80–84,14,Otago Region,..C
2006,04,Bay of Plenty Region,Male,80–84,15,Southland Region,..C
2006,04,Bay of Plenty Region,Male,80–84,17,Nelson Region,..C
2006,04,Bay of Plenty Region,Male,80–84,18,Marlborough Region,..C
2006,04,Bay of Plenty Region,Male,85–89,,,00072
2006,04,Bay of Plenty Region,Male,85–89,01,Northland Region,..C
2006,04,Bay of Plenty Region,Male,85–89,02,Auckland Region,00027
2006,04,Bay of Plenty Region,Male,85–89,03,Waikato Region,00027
2006,04,Bay of Plenty Region,Male,85–89,04,Bay of Plenty Region,00885
2006,04,Bay of Plenty Region,Male,85–89,05,Gisborne Region,..C
2006,04,Bay of Plenty Region,Male,85–89,07,Taranaki Region,..C
2006,04,Bay of Plenty Region,Male,85–89,08,Manawatu-Wanganui Region,..C
2006,04,Bay of Plenty Region,Male,85–89,09,Wellington Region,..C
2006,04,Bay of Plenty Region,Male,85–89,13,Canterbury Region,..C
2006,04,Bay of Plenty Region,Male,85–89,18,Marlborough Region,..C
2006,04,Bay of Plenty Region,Male,90+,,,00030
2006,04,Bay of Plenty Region,Male,90+,01,Northland Region,..C
2006,04,Bay of Plenty Region,Male,90+,02,Auckland Region,00012
2006,04,Bay of Plenty Region,Male,90+,03,Waikato Region,00009
2006,04,Bay of Plenty Region,Male,90+,04,Bay of Plenty Region,00279
2006,04,Bay of Plenty Region,Male,90+,05,Gisborne Region,..C
2006,04,Bay of Plenty Region,Male,90+,06,Hawke's Bay Region,..C
2006,04,Bay of Plenty Region,Male,90+,07,Taranaki Region,..C
2006,04,Bay of Plenty Region,Male,90+,12,West Coast Region,..C
2006,04,Bay of Plenty Region,Male,90+,13,Canterbury Region,..C
2006,05,Gisborne Region,Female,05-09,,,00246
2006,05,Gisborne Region,Female,05-09,01,Northland Region,00006
2006,05,Gisborne Region,Female,05-09,02,Auckland Region,00051
2006,05,Gisborne Region,Female,05-09,03,Waikato Region,00042
2006,05,Gisborne Region,Female,05-09,04,Bay of Plenty Region,00042
2006,05,Gisborne Region,Female,05-09,05,Gisborne Region,01335
2006,05,Gisborne Region,Female,05-09,06,Hawke's Bay Region,00033
2006,05,Gisborne Region,Female,05-09,07,Taranaki Region,..C
2006,05,Gisborne Region,Female,05-09,08,Manawatu-Wanganui Region,00030
2006,05,Gisborne Region,Female,05-09,09,Wellington Region,00024
2006,05,Gisborne Region,Female,05-09,13,Canterbury Region,00009
2006,05,Gisborne Region,Female,05-09,14,Otago Region,00006
2006,05,Gisborne Region,Female,05-09,15,Southland Region,00006
2006,05,Gisborne Region,Female,05-09,16,Tasman Region,..C
2006,05,Gisborne Region,Female,05-09,17,Nelson Region,..C
2006,05,Gisborne Region,Female,05-09,18,Marlborough Region,..C
2006,05,Gisborne Region,Female,10-14,,,00183
2006,05,Gisborne Region,Female,10-14,01,Northland Region,00009
2006,05,Gisborne Region,Female,10-14,02,Auckland Region,00054
2006,05,Gisborne Region,Female,10-14,03,Waikato Region,00033
2006,05,Gisborne Region,Female,10-14,04,Bay of Plenty Region,00036
2006,05,Gisborne Region,Female,10-14,05,Gisborne Region,01506
2006,05,Gisborne Region,Female,10-14,06,Hawke's Bay Region,00027
2006,05,Gisborne Region,Female,10-14,07,Taranaki Region,..C
2006,05,Gisborne Region,Female,10-14,08,Manawatu-Wanganui Region,00024
2006,05,Gisborne Region,Female,10-14,09,Wellington Region,00030
2006,05,Gisborne Region,Female,10-14,12,West Coast Region,..C
2006,05,Gisborne Region,Female,10-14,13,Canterbury Region,00006
2006,05,Gisborne Region,Female,10-14,14,Otago Region,..C
2006,05,Gisborne Region,Female,10-14,15,Southland Region,00006
2006,05,Gisborne Region,Female,10-14,16,Tasman Region,00006
2006,05,Gisborne Region,Female,10-14,17,Nelson Region,..C
2006,05,Gisborne Region,Female,15-19,,,00189
2006,05,Gisborne Region,Female,15-19,01,Northland Region,00009
2006,05,Gisborne Region,Female,15-19,02,Auckland Region,00039
2006,05,Gisborne Region,Female,15-19,03,Waikato Region,00036
2006,05,Gisborne Region,Female,15-19,04,Bay of Plenty Region,00030
2006,05,Gisborne Region,Female,15-19,05,Gisborne Region,01233
2006,05,Gisborne Region,Female,15-19,06,Hawke's Bay Region,00039
2006,05,Gisborne Region,Female,15-19,07,Taranaki Region,..C
2006,05,Gisborne Region,Female,15-19,08,Manawatu-Wanganui Region,00027
2006,05,Gisborne Region,Female,15-19,09,Wellington Region,00021
2006,05,Gisborne Region,Female,15-19,13,Canterbury Region,..C
2006,05,Gisborne Region,Female,15-19,14,Otago Region,..C
2006,05,Gisborne Region,Female,15-19,15,Southland Region,..C
2006,05,Gisborne Region,Female,15-19,18,Marlborough Region,..C
2006,05,Gisborne Region,Female,20–24,,,00159
2006,05,Gisborne Region,Female,20–24,01,Northland Region,..C
2006,05,Gisborne Region,Female,20–24,02,Auckland Region,00045
2006,05,Gisborne Region,Female,20–24,03,Waikato Region,00033
2006,05,Gisborne Region,Female,20–24,04,Bay of Plenty Region,00024
2006,05,Gisborne Region,Female,20–24,05,Gisborne Region,00804
2006,05,Gisborne Region,Female,20–24,06,Hawke's Bay Region,00027
2006,05,Gisborne Region,Female,20–24,07,Taranaki Region,..C
2006,05,Gisborne Region,Female,20–24,08,Manawatu-Wanganui Region,00027
2006,05,Gisborne Region,Female,20–24,09,Wellington Region,00015
2006,05,Gisborne Region,Female,20–24,12,West Coast Region,..C
2006,05,Gisborne Region,Female,20–24,13,Canterbury Region,00009
2006,05,Gisborne Region,Female,20–24,14,Otago Region,00015
2006,05,Gisborne Region,Female,20–24,15,Southland Region,..C
2006,05,Gisborne Region,Female,20–24,16,Tasman Region,..C
2006,05,Gisborne Region,Female,20–24,17,Nelson Region,..C
2006,05,Gisborne Region,Female,20–24,18,Marlborough Region,..C
2006,05,Gisborne Region,Female,25–29,,,00117
2006,05,Gisborne Region,Female,25–29,01,Northland Region,..C
2006,05,Gisborne Region,Female,25–29,02,Auckland Region,00051
2006,05,Gisborne Region,Female,25–29,03,Waikato Region,00048
2006,05,Gisborne Region,Female,25–29,04,Bay of Plenty Region,00027
2006,05,Gisborne Region,Female,25–29,05,Gisborne Region,00702
2006,05,Gisborne Region,Female,25–29,06,Hawke's Bay Region,00033
2006,05,Gisborne Region,Female,25–29,07,Taranaki Region,..C
2006,05,Gisborne Region,Female,25–29,08,Manawatu-Wanganui Region,00024
2006,05,Gisborne Region,Female,25–29,09,Wellington Region,00036
2006,05,Gisborne Region,Female,25–29,13,Canterbury Region,00015
2006,05,Gisborne Region,Female,25–29,14,Otago Region,00015
2006,05,Gisborne Region,Female,25–29,15,Southland Region,..C
2006,05,Gisborne Region,Female,25–29,17,Nelson Region,..C
2006,05,Gisborne Region,Female,25–29,18,Marlborough Region,..C
2006,05,Gisborne Region,Female,25–29,99,Area Outside Region,..C
2006,05,Gisborne Region,Female,30–34,,,00135
2006,05,Gisborne Region,Female,30–34,01,Northland Region,..C
2006,05,Gisborne Region,Female,30–34,02,Auckland Region,00069
2006,05,Gisborne Region,Female,30–34,03,Waikato Region,00027
2006,05,Gisborne Region,Female,30–34,04,Bay of Plenty Region,00036
2006,05,Gisborne Region,Female,30–34,05,Gisborne Region,00885
2006,05,Gisborne Region,Female,30–34,06,Hawke's Bay Region,00039
2006,05,Gisborne Region,Female,30–34,07,Taranaki Region,..C
2006,05,Gisborne Region,Female,30–34,08,Manawatu-Wanganui Region,00024
2006,05,Gisborne Region,Female,30–34,09,Wellington Region,00033
2006,05,Gisborne Region,Female,30–34,13,Canterbury Region,00012
2006,05,Gisborne Region,Female,30–34,14,Otago Region,00006
2006,05,Gisborne Region,Female,30–34,15,Southland Region,00006
2006,05,Gisborne Region,Female,30–34,16,Tasman Region,..C
2006,05,Gisborne Region,Female,30–34,17,Nelson Region,..C
2006,05,Gisborne Region,Female,30–34,18,Marlborough Region,..C
2006,05,Gisborne Region,Female,35–39,,,00120
2006,05,Gisborne Region,Female,35–39,01,Northland Region,00009
2006,05,Gisborne Region,Female,35–39,02,Auckland Region,00072
2006,05,Gisborne Region,Female,35–39,03,Waikato Region,00030
2006,05,Gisborne Region,Female,35–39,04,Bay of Plenty Region,00039
2006,05,Gisborne Region,Female,35–39,05,Gisborne Region,01131
2006,05,Gisborne Region,Female,35–39,06,Hawke's Bay Region,00036
2006,05,Gisborne Region,Female,35–39,07,Taranaki Region,..C
2006,05,Gisborne Region,Female,35–39,08,Manawatu-Wanganui Region,00015
2006,05,Gisborne Region,Female,35–39,09,Wellington Region,00030
2006,05,Gisborne Region,Female,35–39,12,West Coast Region,..C
2006,05,Gisborne Region,Female,35–39,13,Canterbury Region,00012
2006,05,Gisborne Region,Female,35–39,14,Otago Region,..C
2006,05,Gisborne Region,Female,35–39,15,Southland Region,..C
2006,05,Gisborne Region,Female,35–39,16,Tasman Region,..C
2006,05,Gisborne Region,Female,35–39,18,Marlborough Region,..C
2006,05,Gisborne Region,Female,40–44,,,00135
2006,05,Gisborne Region,Female,40–44,01,Northland Region,00006
2006,05,Gisborne Region,Female,40–44,02,Auckland Region,00054
2006,05,Gisborne Region,Female,40–44,03,Waikato Region,00027
2006,05,Gisborne Region,Female,40–44,04,Bay of Plenty Region,00036
2006,05,Gisborne Region,Female,40–44,05,Gisborne Region,01299
2006,05,Gisborne Region,Female,40–44,06,Hawke's Bay Region,00027
2006,05,Gisborne Region,Female,40–44,07,Taranaki Region,..C
2006,05,Gisborne Region,Female,40–44,08,Manawatu-Wanganui Region,00012
2006,05,Gisborne Region,Female,40–44,09,Wellington Region,00024
2006,05,Gisborne Region,Female,40–44,12,West Coast Region,..C
2006,05,Gisborne Region,Female,40–44,13,Canterbury Region,00012
2006,05,Gisborne Region,Female,40–44,14,Otago Region,..C
2006,05,Gisborne Region,Female,40–44,15,Southland Region,..C
2006,05,Gisborne Region,Female,40–44,16,Tasman Region,..C
2006,05,Gisborne Region,Female,40–44,17,Nelson Region,..C
2006,05,Gisborne Region,Female,40–44,18,Marlborough Region,..C
2006,05,Gisborne Region,Female,45–49,,,00150
2006,05,Gisborne Region,Female,45–49,01,Northland Region,00006
2006,05,Gisborne Region,Female,45–49,02,Auckland Region,00036
2006,05,Gisborne Region,Female,45–49,03,Waikato Region,00027
2006,05,Gisborne Region,Female,45–49,04,Bay of Plenty Region,00021
2006,05,Gisborne Region,Female,45–49,05,Gisborne Region,01308
2006,05,Gisborne Region,Female,45–49,06,Hawke's Bay Region,00024
2006,05,Gisborne Region,Female,45–49,07,Taranaki Region,..C
2006,05,Gisborne Region,Female,45–49,08,Manawatu-Wanganui Region,00009
2006,05,Gisborne Region,Female,45–49,09,Wellington Region,00024
2006,05,Gisborne Region,Female,45–49,12,West Coast Region,..C
2006,05,Gisborne Region,Female,45–49,13,Canterbury Region,00006
2006,05,Gisborne Region,Female,45–49,14,Otago Region,..C
2006,05,Gisborne Region,Female,45–49,15,Southland Region,..C
2006,05,Gisborne Region,Female,45–49,16,Tasman Region,..C
2006,05,Gisborne Region,Female,45–49,17,Nelson Region,..C
2006,05,Gisborne Region,Female,50–54,,,00138
2006,05,Gisborne Region,Female,50–54,01,Northland Region,..C
2006,05,Gisborne Region,Female,50–54,02,Auckland Region,00036
2006,05,Gisborne Region,Female,50–54,03,Waikato Region,00015
2006,05,Gisborne Region,Female,50–54,04,Bay of Plenty Region,00021
2006,05,Gisborne Region,Female,50–54,05,Gisborne Region,01113
2006,05,Gisborne Region,Female,50–54,06,Hawke's Bay Region,00012
2006,05,Gisborne Region,Female,50–54,08,Manawatu-Wanganui Region,00009
2006,05,Gisborne Region,Female,50–54,09,Wellington Region,00021
2006,05,Gisborne Region,Female,50–54,13,Canterbury Region,00009
2006,05,Gisborne Region,Female,50–54,14,Otago Region,..C
2006,05,Gisborne Region,Female,50–54,15,Southland Region,..C
2006,05,Gisborne Region,Female,50–54,16,Tasman Region,..C
2006,05,Gisborne Region,Female,50–54,18,Marlborough Region,..C
2006,05,Gisborne Region,Female,55–59,,,00111
2006,05,Gisborne Region,Female,55–59,01,Northland Region,..C
2006,05,Gisborne Region,Female,55–59,02,Auckland Region,00024
2006,05,Gisborne Region,Female,55–59,03,Waikato Region,00012
2006,05,Gisborne Region,Female,55–59,04,Bay of Plenty Region,00015
2006,05,Gisborne Region,Female,55–59,05,Gisborne Region,00996
2006,05,Gisborne Region,Female,55–59,06,Hawke's Bay Region,00012
2006,05,Gisborne Region,Female,55–59,08,Manawatu-Wanganui Region,00009
2006,05,Gisborne Region,Female,55–59,09,Wellington Region,..C
2006,05,Gisborne Region,Female,55–59,13,Canterbury Region,00009
2006,05,Gisborne Region,Female,55–59,14,Otago Region,..C
2006,05,Gisborne Region,Female,55–59,15,Southland Region,..C
2006,05,Gisborne Region,Female,55–59,16,Tasman Region,..C
2006,05,Gisborne Region,Female,55–59,17,Nelson Region,..C
2006,05,Gisborne Region,Female,55–59,18,Marlborough Region,..C
2006,05,Gisborne Region,Female,60–64,,,00093
2006,05,Gisborne Region,Female,60–64,01,Northland Region,..C
2006,05,Gisborne Region,Female,60–64,02,Auckland Region,00021
2006,05,Gisborne Region,Female,60–64,03,Waikato Region,00009
2006,05,Gisborne Region,Female,60–64,04,Bay of Plenty Region,00012
2006,05,Gisborne Region,Female,60–64,05,Gisborne Region,00756
2006,05,Gisborne Region,Female,60–64,06,Hawke's Bay Region,00012
2006,05,Gisborne Region,Female,60–64,08,Manawatu-Wanganui Region,00009
2006,05,Gisborne Region,Female,60–64,09,Wellington Region,..C
2006,05,Gisborne Region,Female,60–64,13,Canterbury Region,..C
2006,05,Gisborne Region,Female,60–64,14,Otago Region,..C
2006,05,Gisborne Region,Female,60–64,16,Tasman Region,..C
2006,05,Gisborne Region,Female,65–69,,,00090
2006,05,Gisborne Region,Female,65–69,02,Auckland Region,00009
2006,05,Gisborne Region,Female,65–69,03,Waikato Region,00006
2006,05,Gisborne Region,Female,65–69,04,Bay of Plenty Region,00012
2006,05,Gisborne Region,Female,65–69,05,Gisborne Region,00666
2006,05,Gisborne Region,Female,65–69,06,Hawke's Bay Region,00012
2006,05,Gisborne Region,Female,65–69,08,Manawatu-Wanganui Region,..C
2006,05,Gisborne Region,Female,65–69,09,Wellington Region,00009
2006,05,Gisborne Region,Female,65–69,12,West Coast Region,..C
2006,05,Gisborne Region,Female,65–69,14,Otago Region,..C
2006,05,Gisborne Region,Female,65–69,16,Tasman Region,..C
2006,05,Gisborne Region,Female,65–69,18,Marlborough Region,..C
2006,05,Gisborne Region,Female,70–74,,,00078
2006,05,Gisborne Region,Female,70–74,01,Northland Region,..C
2006,05,Gisborne Region,Female,70–74,02,Auckland Region,00015
2006,05,Gisborne Region,Female,70–74,03,Waikato Region,..C
2006,05,Gisborne Region,Female,70–74,04,Bay of Plenty Region,..C
2006,05,Gisborne Region,Female,70–74,05,Gisborne Region,00576
2006,05,Gisborne Region,Female,70–74,06,Hawke's Bay Region,00006
2006,05,Gisborne Region,Female,70–74,08,Manawatu-Wanganui Region,..C
2006,05,Gisborne Region,Female,70–74,09,Wellington Region,..C
2006,05,Gisborne Region,Female,70–74,13,Canterbury Region,..C
2006,05,Gisborne Region,Female,70–74,14,Otago Region,..C
2006,05,Gisborne Region,Female,70–74,16,Tasman Region,..C
2006,05,Gisborne Region,Female,70–74,99,Area Outside Region,..C
2006,05,Gisborne Region,Female,75–79,,,00051
2006,05,Gisborne Region,Female,75–79,02,Auckland Region,00006
2006,05,Gisborne Region,Female,75–79,03,Waikato Region,..C
2006,05,Gisborne Region,Female,75–79,04,Bay of Plenty Region,00006
2006,05,Gisborne Region,Female,75–79,05,Gisborne Region,00546
2006,05,Gisborne Region,Female,75–79,06,Hawke's Bay Region,..C
2006,05,Gisborne Region,Female,75–79,07,Taranaki Region,..C
2006,05,Gisborne Region,Female,75–79,08,Manawatu-Wanganui Region,..C
2006,05,Gisborne Region,Female,75–79,09,Wellington Region,..C
2006,05,Gisborne Region,Female,75–79,13,Canterbury Region,..C
2006,05,Gisborne Region,Female,75–79,18,Marlborough Region,..C
2006,05,Gisborne Region,Female,80–84,,,00036
2006,05,Gisborne Region,Female,80–84,01,Northland Region,..C
2006,05,Gisborne Region,Female,80–84,02,Auckland Region,..C
2006,05,Gisborne Region,Female,80–84,03,Waikato Region,..C
2006,05,Gisborne Region,Female,80–84,04,Bay of Plenty Region,00006
2006,05,Gisborne Region,Female,80–84,05,Gisborne Region,00369
2006,05,Gisborne Region,Female,80–84,06,Hawke's Bay Region,..C
2006,05,Gisborne Region,Female,80–84,07,Taranaki Region,..C
2006,05,Gisborne Region,Female,80–84,08,Manawatu-Wanganui Region,..C
2006,05,Gisborne Region,Female,80–84,09,Wellington Region,..C
2006,05,Gisborne Region,Female,80–84,13,Canterbury Region,..C
2006,05,Gisborne Region,Female,80–84,14,Otago Region,..C
2006,05,Gisborne Region,Female,80–84,15,Southland Region,..C
2006,05,Gisborne Region,Female,85–89,,,00024
2006,05,Gisborne Region,Female,85–89,01,Northland Region,..C
2006,05,Gisborne Region,Female,85–89,02,Auckland Region,..C
2006,05,Gisborne Region,Female,85–89,04,Bay of Plenty Region,..C
2006,05,Gisborne Region,Female,85–89,05,Gisborne Region,00222
2006,05,Gisborne Region,Female,85–89,06,Hawke's Bay Region,..C
2006,05,Gisborne Region,Female,85–89,07,Taranaki Region,..C
2006,05,Gisborne Region,Female,85–89,08,Manawatu-Wanganui Region,..C
2006,05,Gisborne Region,Female,85–89,13,Canterbury Region,..C
2006,05,Gisborne Region,Female,85–89,14,Otago Region,..C
2006,05,Gisborne Region,Female,90+,,,00006
2006,05,Gisborne Region,Female,90+,01,Northland Region,..C
2006,05,Gisborne Region,Female,90+,02,Auckland Region,..C
2006,05,Gisborne Region,Female,90+,04,Bay of Plenty Region,..C
2006,05,Gisborne Region,Female,90+,05,Gisborne Region,00129
2006,05,Gisborne Region,Female,90+,06,Hawke's Bay Region,..C
2006,05,Gisborne Region,Female,90+,09,Wellington Region,..C
2006,05,Gisborne Region,Female,90+,13,Canterbury Region,..C
2006,05,Gisborne Region,Female,90+,14,Otago Region,..C
2006,05,Gisborne Region,Male,05-09,,,00216
2006,05,Gisborne Region,Male,05-09,01,Northland Region,00006
2006,05,Gisborne Region,Male,05-09,02,Auckland Region,00069
2006,05,Gisborne Region,Male,05-09,03,Waikato Region,00039
2006,05,Gisborne Region,Male,05-09,04,Bay of Plenty Region,00048
2006,05,Gisborne Region,Male,05-09,05,Gisborne Region,01392
2006,05,Gisborne Region,Male,05-09,06,Hawke's Bay Region,00042
2006,05,Gisborne Region,Male,05-09,07,Taranaki Region,..C
2006,05,Gisborne Region,Male,05-09,08,Manawatu-Wanganui Region,00024
2006,05,Gisborne Region,Male,05-09,09,Wellington Region,00036
2006,05,Gisborne Region,Male,05-09,13,Canterbury Region,00012
2006,05,Gisborne Region,Male,05-09,14,Otago Region,..C
2006,05,Gisborne Region,Male,05-09,15,Southland Region,..C
2006,05,Gisborne Region,Male,05-09,17,Nelson Region,..C
2006,05,Gisborne Region,Male,10-14,,,00216
2006,05,Gisborne Region,Male,10-14,01,Northland Region,00006
2006,05,Gisborne Region,Male,10-14,02,Auckland Region,00066
2006,05,Gisborne Region,Male,10-14,03,Waikato Region,00027
2006,05,Gisborne Region,Male,10-14,04,Bay of Plenty Region,00030
2006,05,Gisborne Region,Male,10-14,05,Gisborne Region,01611
2006,05,Gisborne Region,Male,10-14,06,Hawke's Bay Region,00039
2006,05,Gisborne Region,Male,10-14,07,Taranaki Region,00006
2006,05,Gisborne Region,Male,10-14,08,Manawatu-Wanganui Region,00021
2006,05,Gisborne Region,Male,10-14,09,Wellington Region,00030
2006,05,Gisborne Region,Male,10-14,12,West Coast Region,..C
2006,05,Gisborne Region,Male,10-14,13,Canterbury Region,00006
2006,05,Gisborne Region,Male,10-14,14,Otago Region,..C
2006,05,Gisborne Region,Male,10-14,16,Tasman Region,..C
2006,05,Gisborne Region,Male,10-14,17,Nelson Region,..C
2006,05,Gisborne Region,Male,10-14,18,Marlborough Region,..C
2006,05,Gisborne Region,Male,15-19,,,00177
2006,05,Gisborne Region,Male,15-19,01,Northland Region,00009
2006,05,Gisborne Region,Male,15-19,02,Auckland Region,00042
2006,05,Gisborne Region,Male,15-19,03,Waikato Region,00024
2006,05,Gisborne Region,Male,15-19,04,Bay of Plenty Region,00045
2006,05,Gisborne Region,Male,15-19,05,Gisborne Region,01323
2006,05,Gisborne Region,Male,15-19,06,Hawke's Bay Region,00030
2006,05,Gisborne Region,Male,15-19,07,Taranaki Region,..C
2006,05,Gisborne Region,Male,15-19,08,Manawatu-Wanganui Region,00009
2006,05,Gisborne Region,Male,15-19,09,Wellington Region,00036
2006,05,Gisborne Region,Male,15-19,12,West Coast Region,..C
2006,05,Gisborne Region,Male,15-19,13,Canterbury Region,..C
2006,05,Gisborne Region,Male,15-19,14,Otago Region,..C
2006,05,Gisborne Region,Male,15-19,15,Southland Region,..C
2006,05,Gisborne Region,Male,15-19,16,Tasman Region,..C
2006,05,Gisborne Region,Male,15-19,18,Marlborough Region,..C
2006,05,Gisborne Region,Male,20–24,,,00147
2006,05,Gisborne Region,Male,20–24,01,Northland Region,..C
2006,05,Gisborne Region,Male,20–24,02,Auckland Region,00033
2006,05,Gisborne Region,Male,20–24,03,Waikato Region,00021
2006,05,Gisborne Region,Male,20–24,04,Bay of Plenty Region,00033
2006,05,Gisborne Region,Male,20–24,05,Gisborne Region,00726
2006,05,Gisborne Region,Male,20–24,06,Hawke's Bay Region,00024
2006,05,Gisborne Region,Male,20–24,07,Taranaki Region,..C
2006,05,Gisborne Region,Male,20–24,08,Manawatu-Wanganui Region,00009
2006,05,Gisborne Region,Male,20–24,09,Wellington Region,00015
2006,05,Gisborne Region,Male,20–24,12,West Coast Region,..C
2006,05,Gisborne Region,Male,20–24,13,Canterbury Region,00012
2006,05,Gisborne Region,Male,20–24,14,Otago Region,00012
2006,05,Gisborne Region,Male,20–24,15,Southland Region,..C
2006,05,Gisborne Region,Male,20–24,16,Tasman Region,..C
2006,05,Gisborne Region,Male,20–24,17,Nelson Region,..C
2006,05,Gisborne Region,Male,20–24,18,Marlborough Region,..C
2006,05,Gisborne Region,Male,25–29,,,00138
2006,05,Gisborne Region,Male,25–29,01,Northland Region,..C
2006,05,Gisborne Region,Male,25–29,02,Auckland Region,00039
2006,05,Gisborne Region,Male,25–29,03,Waikato Region,00024
2006,05,Gisborne Region,Male,25–29,04,Bay of Plenty Region,00030
2006,05,Gisborne Region,Male,25–29,05,Gisborne Region,00642
2006,05,Gisborne Region,Male,25–29,06,Hawke's Bay Region,00024
2006,05,Gisborne Region,Male,25–29,07,Taranaki Region,..C
2006,05,Gisborne Region,Male,25–29,08,Manawatu-Wanganui Region,00021
2006,05,Gisborne Region,Male,25–29,09,Wellington Region,00036
2006,05,Gisborne Region,Male,25–29,13,Canterbury Region,00012
2006,05,Gisborne Region,Male,25–29,14,Otago Region,00012
2006,05,Gisborne Region,Male,25–29,15,Southland Region,..C
2006,05,Gisborne Region,Male,25–29,16,Tasman Region,..C
2006,05,Gisborne Region,Male,25–29,17,Nelson Region,..C
2006,05,Gisborne Region,Male,25–29,18,Marlborough Region,..C
2006,05,Gisborne Region,Male,30–34,,,00138
2006,05,Gisborne Region,Male,30–34,01,Northland Region,..C
2006,05,Gisborne Region,Male,30–34,02,Auckland Region,00060
2006,05,Gisborne Region,Male,30–34,03,Waikato Region,00033
2006,05,Gisborne Region,Male,30–34,04,Bay of Plenty Region,00036
2006,05,Gisborne Region,Male,30–34,05,Gisborne Region,00780
2006,05,Gisborne Region,Male,30–34,06,Hawke's Bay Region,00030
2006,05,Gisborne Region,Male,30–34,07,Taranaki Region,..C
2006,05,Gisborne Region,Male,30–34,08,Manawatu-Wanganui Region,00024
2006,05,Gisborne Region,Male,30–34,09,Wellington Region,00021
2006,05,Gisborne Region,Male,30–34,12,West Coast Region,..C
2006,05,Gisborne Region,Male,30–34,13,Canterbury Region,00009
2006,05,Gisborne Region,Male,30–34,14,Otago Region,00006
2006,05,Gisborne Region,Male,30–34,15,Southland Region,..C
2006,05,Gisborne Region,Male,30–34,16,Tasman Region,..C
2006,05,Gisborne Region,Male,30–34,17,Nelson Region,..C
2006,05,Gisborne Region,Male,30–34,18,Marlborough Region,..C
2006,05,Gisborne Region,Male,35–39,,,00168
2006,05,Gisborne Region,Male,35–39,01,Northland Region,..C
2006,05,Gisborne Region,Male,35–39,02,Auckland Region,00060
2006,05,Gisborne Region,Male,35–39,03,Waikato Region,00030
2006,05,Gisborne Region,Male,35–39,04,Bay of Plenty Region,00033
2006,05,Gisborne Region,Male,35–39,05,Gisborne Region,00891
2006,05,Gisborne Region,Male,35–39,06,Hawke's Bay Region,00030
2006,05,Gisborne Region,Male,35–39,07,Taranaki Region,..C
2006,05,Gisborne Region,Male,35–39,08,Manawatu-Wanganui Region,00015
2006,05,Gisborne Region,Male,35–39,09,Wellington Region,00027
2006,05,Gisborne Region,Male,35–39,13,Canterbury Region,00009
2006,05,Gisborne Region,Male,35–39,14,Otago Region,..C
2006,05,Gisborne Region,Male,35–39,15,Southland Region,..C
2006,05,Gisborne Region,Male,35–39,17,Nelson Region,..C
2006,05,Gisborne Region,Male,40–44,,,00171
2006,05,Gisborne Region,Male,40–44,01,Northland Region,00009
2006,05,Gisborne Region,Male,40–44,02,Auckland Region,00048
2006,05,Gisborne Region,Male,40–44,03,Waikato Region,00018
2006,05,Gisborne Region,Male,40–44,04,Bay of Plenty Region,00018
2006,05,Gisborne Region,Male,40–44,05,Gisborne Region,01071
2006,05,Gisborne Region,Male,40–44,06,Hawke's Bay Region,00030
