rc13,rc13desc,year,age_grp_mother,sex,count
04,Bay of Plenty Region,2013,45–49,Male,3
04,Bay of Plenty Region,2014,15–19,Female,126
04,Bay of Plenty Region,2014,15–19,Male,126
04,Bay of Plenty Region,2014,20–24,Female,390
04,Bay of Plenty Region,2014,20–24,Male,411
04,Bay of Plenty Region,2014,25–29,Female,477
04,Bay of Plenty Region,2014,25–29,Male,534
04,Bay of Plenty Region,2014,30–34,Female,453
04,Bay of Plenty Region,2014,30–34,Male,462
04,Bay of Plenty Region,2014,35–39,Female,240
04,Bay of Plenty Region,2014,35–39,Male,255
04,Bay of Plenty Region,2014,40–44,Female,57
04,Bay of Plenty Region,2014,40–44,Male,60
04,Bay of Plenty Region,2014,45–49,Female,3
04,Bay of Plenty Region,2014,45–49,Male,3
04,Bay of Plenty Region,2015,15–19,Female,138
04,Bay of Plenty Region,2015,15–19,Male,135
04,Bay of Plenty Region,2015,20–24,Female,402
04,Bay of Plenty Region,2015,20–24,Male,444
04,Bay of Plenty Region,2015,25–29,Female,507
04,Bay of Plenty Region,2015,25–29,Male,567
04,Bay of Plenty Region,2015,30–34,Female,465
04,Bay of Plenty Region,2015,30–34,Male,522
04,Bay of Plenty Region,2015,35–39,Female,249
04,Bay of Plenty Region,2015,35–39,Male,234
04,Bay of Plenty Region,2015,40–44,Female,51
04,Bay of Plenty Region,2015,40–44,Male,60
04,Bay of Plenty Region,2015,45–49,Female,6
04,Bay of Plenty Region,2015,45–49,Male,3
04,Bay of Plenty Region,2016,15–19,Female,111
04,Bay of Plenty Region,2016,15–19,Male,117
04,Bay of Plenty Region,2016,20–24,Female,384
04,Bay of Plenty Region,2016,20–24,Male,411
04,Bay of Plenty Region,2016,25–29,Female,510
04,Bay of Plenty Region,2016,25–29,Male,540
04,Bay of Plenty Region,2016,30–34,Female,465
04,Bay of Plenty Region,2016,30–34,Male,528
04,Bay of Plenty Region,2016,35–39,Female,243
04,Bay of Plenty Region,2016,35–39,Male,288
04,Bay of Plenty Region,2016,40–44,Female,63
04,Bay of Plenty Region,2016,40–44,Male,72
04,Bay of Plenty Region,2016,45–49,Female,6
04,Bay of Plenty Region,2016,45–49,Male,6
05,Gisborne Region,1997,15–19,Female,57
05,Gisborne Region,1997,15–19,Male,42
05,Gisborne Region,1997,20–24,Female,105
05,Gisborne Region,1997,20–24,Male,90
05,Gisborne Region,1997,25–29,Female,99
05,Gisborne Region,1997,25–29,Male,111
05,Gisborne Region,1997,30–34,Female,105
05,Gisborne Region,1997,30–34,Male,93
05,Gisborne Region,1997,35–39,Female,45
05,Gisborne Region,1997,35–39,Male,39
05,Gisborne Region,1997,40–44,Female,6
05,Gisborne Region,1997,40–44,Male,9
05,Gisborne Region,1997,45–49,Female,3
05,Gisborne Region,1998,15–19,Female,45
05,Gisborne Region,1998,15–19,Male,45
05,Gisborne Region,1998,20–24,Female,69
05,Gisborne Region,1998,20–24,Male,90
05,Gisborne Region,1998,25–29,Female,96
05,Gisborne Region,1998,25–29,Male,129
05,Gisborne Region,1998,30–34,Female,111
05,Gisborne Region,1998,30–34,Male,111
05,Gisborne Region,1998,35–39,Female,39
05,Gisborne Region,1998,35–39,Male,60
05,Gisborne Region,1998,40–44,Female,6
05,Gisborne Region,1998,40–44,Male,12
05,Gisborne Region,1999,15–19,Female,51
05,Gisborne Region,1999,15–19,Male,45
05,Gisborne Region,1999,20–24,Female,99
05,Gisborne Region,1999,20–24,Male,93
05,Gisborne Region,1999,25–29,Female,105
05,Gisborne Region,1999,25–29,Male,126
05,Gisborne Region,1999,30–34,Female,75
05,Gisborne Region,1999,30–34,Male,93
05,Gisborne Region,1999,35–39,Female,39
05,Gisborne Region,1999,35–39,Male,30
05,Gisborne Region,1999,40–44,Female,12
05,Gisborne Region,1999,40–44,Male,6
05,Gisborne Region,1999,45–49,Female,0
05,Gisborne Region,1999,45–49,Male,3
05,Gisborne Region,2000,15–19,Female,36
05,Gisborne Region,2000,15–19,Male,48
05,Gisborne Region,2000,20–24,Female,93
05,Gisborne Region,2000,20–24,Male,102
05,Gisborne Region,2000,25–29,Female,105
05,Gisborne Region,2000,25–29,Male,105
05,Gisborne Region,2000,30–34,Female,87
05,Gisborne Region,2000,30–34,Male,102
05,Gisborne Region,2000,35–39,Female,42
05,Gisborne Region,2000,35–39,Male,45
05,Gisborne Region,2000,40–44,Female,6
05,Gisborne Region,2000,40–44,Male,6
05,Gisborne Region,2001,15–19,Female,39
05,Gisborne Region,2001,15–19,Male,39
05,Gisborne Region,2001,20–24,Female,96
05,Gisborne Region,2001,20–24,Male,96
05,Gisborne Region,2001,25–29,Female,99
05,Gisborne Region,2001,25–29,Male,108
05,Gisborne Region,2001,30–34,Female,93
05,Gisborne Region,2001,30–34,Male,102
05,Gisborne Region,2001,35–39,Female,42
05,Gisborne Region,2001,35–39,Male,54
05,Gisborne Region,2001,40–44,Female,15
05,Gisborne Region,2001,40–44,Male,15
05,Gisborne Region,2002,15–19,Female,48
05,Gisborne Region,2002,15–19,Male,45
05,Gisborne Region,2002,20–24,Female,78
05,Gisborne Region,2002,20–24,Male,96
05,Gisborne Region,2002,25–29,Female,87
05,Gisborne Region,2002,25–29,Male,99
05,Gisborne Region,2002,30–34,Female,78
05,Gisborne Region,2002,30–34,Male,102
05,Gisborne Region,2002,35–39,Female,51
05,Gisborne Region,2002,35–39,Male,42
05,Gisborne Region,2002,40–44,Female,12
05,Gisborne Region,2002,40–44,Male,6
05,Gisborne Region,2002,45–49,Female,3
05,Gisborne Region,2003,15–19,Female,42
05,Gisborne Region,2003,15–19,Male,39
05,Gisborne Region,2003,20–24,Female,81
05,Gisborne Region,2003,20–24,Male,87
05,Gisborne Region,2003,25–29,Female,87
05,Gisborne Region,2003,25–29,Male,87
05,Gisborne Region,2003,30–34,Female,90
05,Gisborne Region,2003,30–34,Male,96
05,Gisborne Region,2003,35–39,Female,45
05,Gisborne Region,2003,35–39,Male,51
05,Gisborne Region,2003,40–44,Female,15
05,Gisborne Region,2003,40–44,Male,9
05,Gisborne Region,2003,45–49,Male,3
05,Gisborne Region,2004,15–19,Female,51
05,Gisborne Region,2004,15–19,Male,48
05,Gisborne Region,2004,20–24,Female,84
05,Gisborne Region,2004,20–24,Male,93
05,Gisborne Region,2004,25–29,Female,75
05,Gisborne Region,2004,25–29,Male,96
05,Gisborne Region,2004,30–34,Female,93
05,Gisborne Region,2004,30–34,Male,93
05,Gisborne Region,2004,35–39,Female,33
05,Gisborne Region,2004,35–39,Male,42
05,Gisborne Region,2004,40–44,Female,12
05,Gisborne Region,2004,40–44,Male,12
05,Gisborne Region,2004,45–49,Female,3
05,Gisborne Region,2004,45–49,Male,3
05,Gisborne Region,2005,15–19,Female,45
05,Gisborne Region,2005,15–19,Male,54
05,Gisborne Region,2005,20–24,Female,81
05,Gisborne Region,2005,20–24,Male,87
05,Gisborne Region,2005,25–29,Female,105
05,Gisborne Region,2005,25–29,Male,96
05,Gisborne Region,2005,30–34,Female,81
05,Gisborne Region,2005,30–34,Male,78
05,Gisborne Region,2005,35–39,Female,60
05,Gisborne Region,2005,35–39,Male,45
05,Gisborne Region,2005,40–44,Female,12
05,Gisborne Region,2005,40–44,Male,12
05,Gisborne Region,2005,45–49,Female,0
05,Gisborne Region,2005,45–49,Male,3
05,Gisborne Region,2006,15–19,Female,51
05,Gisborne Region,2006,15–19,Male,54
05,Gisborne Region,2006,20–24,Female,102
05,Gisborne Region,2006,20–24,Male,78
05,Gisborne Region,2006,25–29,Female,75
05,Gisborne Region,2006,25–29,Male,96
05,Gisborne Region,2006,30–34,Female,96
05,Gisborne Region,2006,30–34,Male,96
05,Gisborne Region,2006,35–39,Female,51
05,Gisborne Region,2006,35–39,Male,45
05,Gisborne Region,2006,40–44,Female,12
05,Gisborne Region,2006,40–44,Male,6
05,Gisborne Region,2006,45–49,Male,0
05,Gisborne Region,2007,15–19,Female,39
05,Gisborne Region,2007,15–19,Male,54
05,Gisborne Region,2007,20–24,Female,90
05,Gisborne Region,2007,20–24,Male,84
05,Gisborne Region,2007,25–29,Female,78
05,Gisborne Region,2007,25–29,Male,96
05,Gisborne Region,2007,30–34,Female,96
05,Gisborne Region,2007,30–34,Male,90
05,Gisborne Region,2007,35–39,Female,54
05,Gisborne Region,2007,35–39,Male,57
05,Gisborne Region,2007,40–44,Female,6
05,Gisborne Region,2007,40–44,Male,9
05,Gisborne Region,2007,45–49,Female,6
05,Gisborne Region,2008,15–19,Female,60
05,Gisborne Region,2008,15–19,Male,57
05,Gisborne Region,2008,20–24,Female,108
05,Gisborne Region,2008,20–24,Male,102
05,Gisborne Region,2008,25–29,Female,102
05,Gisborne Region,2008,25–29,Male,102
05,Gisborne Region,2008,30–34,Female,60
05,Gisborne Region,2008,30–34,Male,84
05,Gisborne Region,2008,35–39,Female,51
05,Gisborne Region,2008,35–39,Male,45
05,Gisborne Region,2008,40–44,Female,15
05,Gisborne Region,2008,40–44,Male,6
05,Gisborne Region,2008,45–49,Female,0
05,Gisborne Region,2009,15–19,Female,39
05,Gisborne Region,2009,15–19,Male,63
05,Gisborne Region,2009,20–24,Female,99
05,Gisborne Region,2009,20–24,Male,93
05,Gisborne Region,2009,25–29,Female,87
05,Gisborne Region,2009,25–29,Male,114
05,Gisborne Region,2009,30–34,Female,75
05,Gisborne Region,2009,30–34,Male,75
05,Gisborne Region,2009,35–39,Female,57
05,Gisborne Region,2009,35–39,Male,54
05,Gisborne Region,2009,40–44,Female,12
05,Gisborne Region,2009,40–44,Male,9
05,Gisborne Region,2010,15–19,Female,48
05,Gisborne Region,2010,15–19,Male,42
05,Gisborne Region,2010,20–24,Female,105
05,Gisborne Region,2010,20–24,Male,105
05,Gisborne Region,2010,25–29,Female,90
05,Gisborne Region,2010,25–29,Male,87
05,Gisborne Region,2010,30–34,Female,84
05,Gisborne Region,2010,30–34,Male,75
05,Gisborne Region,2010,35–39,Female,48
05,Gisborne Region,2010,35–39,Male,57
05,Gisborne Region,2010,40–44,Female,12
05,Gisborne Region,2010,40–44,Male,12
05,Gisborne Region,2010,45–49,Male,0
05,Gisborne Region,2011,15–19,Female,39
05,Gisborne Region,2011,15–19,Male,48
05,Gisborne Region,2011,20–24,Female,96
05,Gisborne Region,2011,20–24,Male,84
05,Gisborne Region,2011,25–29,Female,96
05,Gisborne Region,2011,25–29,Male,87
05,Gisborne Region,2011,30–34,Female,93
05,Gisborne Region,2011,30–34,Male,81
05,Gisborne Region,2011,35–39,Female,33
05,Gisborne Region,2011,35–39,Male,48
05,Gisborne Region,2011,40–44,Female,15
05,Gisborne Region,2011,40–44,Male,18
05,Gisborne Region,2012,15–19,Female,42
05,Gisborne Region,2012,15–19,Male,36
05,Gisborne Region,2012,20–24,Female,108
05,Gisborne Region,2012,20–24,Male,99
05,Gisborne Region,2012,25–29,Female,84
05,Gisborne Region,2012,25–29,Male,102
05,Gisborne Region,2012,30–34,Female,78
05,Gisborne Region,2012,30–34,Male,81
05,Gisborne Region,2012,35–39,Female,51
05,Gisborne Region,2012,35–39,Male,48
05,Gisborne Region,2012,40–44,Female,12
05,Gisborne Region,2012,40–44,Male,12
05,Gisborne Region,2012,45–49,Female,3
05,Gisborne Region,2012,45–49,Male,3
05,Gisborne Region,2013,15–19,Female,33
05,Gisborne Region,2013,15–19,Male,45
05,Gisborne Region,2013,20–24,Female,96
05,Gisborne Region,2013,20–24,Male,81
05,Gisborne Region,2013,25–29,Female,99
05,Gisborne Region,2013,25–29,Male,75
05,Gisborne Region,2013,30–34,Female,60
05,Gisborne Region,2013,30–34,Male,93
05,Gisborne Region,2013,35–39,Female,36
05,Gisborne Region,2013,35–39,Male,51
05,Gisborne Region,2013,40–44,Female,6
05,Gisborne Region,2013,40–44,Male,9
05,Gisborne Region,2013,45–49,Female,0
05,Gisborne Region,2014,15–19,Female,42
05,Gisborne Region,2014,15–19,Male,36
05,Gisborne Region,2014,20–24,Female,87
05,Gisborne Region,2014,20–24,Male,93
05,Gisborne Region,2014,25–29,Female,75
05,Gisborne Region,2014,25–29,Male,102
05,Gisborne Region,2014,30–34,Female,75
05,Gisborne Region,2014,30–34,Male,81
05,Gisborne Region,2014,35–39,Female,42
05,Gisborne Region,2014,35–39,Male,45
05,Gisborne Region,2014,40–44,Female,9
05,Gisborne Region,2014,40–44,Male,9
05,Gisborne Region,2015,15–19,Female,24
05,Gisborne Region,2015,15–19,Male,36
05,Gisborne Region,2015,20–24,Female,81
05,Gisborne Region,2015,20–24,Male,87
05,Gisborne Region,2015,25–29,Female,87
05,Gisborne Region,2015,25–29,Male,102
05,Gisborne Region,2015,30–34,Female,69
05,Gisborne Region,2015,30–34,Male,81
05,Gisborne Region,2015,35–39,Female,27
05,Gisborne Region,2015,35–39,Male,63
05,Gisborne Region,2015,40–44,Female,15
05,Gisborne Region,2015,40–44,Male,6
05,Gisborne Region,2016,15–19,Female,36
05,Gisborne Region,2016,15–19,Male,30
05,Gisborne Region,2016,20–24,Female,84
05,Gisborne Region,2016,20–24,Male,90
05,Gisborne Region,2016,25–29,Female,102
05,Gisborne Region,2016,25–29,Male,117
05,Gisborne Region,2016,30–34,Female,90
05,Gisborne Region,2016,30–34,Male,90
05,Gisborne Region,2016,35–39,Female,48
05,Gisborne Region,2016,35–39,Male,39
05,Gisborne Region,2016,40–44,Female,9
05,Gisborne Region,2016,40–44,Male,6
05,Gisborne Region,2016,45–49,Female,3
06,Hawke's Bay Region,1997,15–19,Female,120
06,Hawke's Bay Region,1997,15–19,Male,129
06,Hawke's Bay Region,1997,20–24,Female,279
06,Hawke's Bay Region,1997,20–24,Male,327
06,Hawke's Bay Region,1997,25–29,Female,318
06,Hawke's Bay Region,1997,25–29,Male,354
06,Hawke's Bay Region,1997,30–34,Female,297
06,Hawke's Bay Region,1997,30–34,Male,300
06,Hawke's Bay Region,1997,35–39,Female,120
06,Hawke's Bay Region,1997,35–39,Male,123
06,Hawke's Bay Region,1997,40–44,Female,15
06,Hawke's Bay Region,1997,40–44,Male,12
06,Hawke's Bay Region,1997,45–49,Female,3
06,Hawke's Bay Region,1997,45–49,Male,0
06,Hawke's Bay Region,1998,15–19,Female,102
06,Hawke's Bay Region,1998,15–19,Male,111
06,Hawke's Bay Region,1998,20–24,Female,225
06,Hawke's Bay Region,1998,20–24,Male,264
06,Hawke's Bay Region,1998,25–29,Female,357
06,Hawke's Bay Region,1998,25–29,Male,348
06,Hawke's Bay Region,1998,30–34,Female,255
06,Hawke's Bay Region,1998,30–34,Male,267
06,Hawke's Bay Region,1998,35–39,Female,135
06,Hawke's Bay Region,1998,35–39,Male,129
06,Hawke's Bay Region,1998,40–44,Female,15
06,Hawke's Bay Region,1998,40–44,Male,18
06,Hawke's Bay Region,1998,45–49,Female,3
06,Hawke's Bay Region,1999,15–19,Female,105
06,Hawke's Bay Region,1999,15–19,Male,123
06,Hawke's Bay Region,1999,20–24,Female,240
06,Hawke's Bay Region,1999,20–24,Male,255
06,Hawke's Bay Region,1999,25–29,Female,303
06,Hawke's Bay Region,1999,25–29,Male,339
06,Hawke's Bay Region,1999,30–34,Female,252
06,Hawke's Bay Region,1999,30–34,Male,264
06,Hawke's Bay Region,1999,35–39,Female,123
06,Hawke's Bay Region,1999,35–39,Male,108
06,Hawke's Bay Region,1999,40–44,Female,18
06,Hawke's Bay Region,1999,40–44,Male,12
06,Hawke's Bay Region,1999,45–49,Female,3
06,Hawke's Bay Region,1999,45–49,Male,0
06,Hawke's Bay Region,2000,15–19,Female,96
06,Hawke's Bay Region,2000,15–19,Male,105
06,Hawke's Bay Region,2000,20–24,Female,255
06,Hawke's Bay Region,2000,20–24,Male,228
06,Hawke's Bay Region,2000,25–29,Female,303
06,Hawke's Bay Region,2000,25–29,Male,378
06,Hawke's Bay Region,2000,30–34,Female,282
06,Hawke's Bay Region,2000,30–34,Male,288
06,Hawke's Bay Region,2000,35–39,Female,114
06,Hawke's Bay Region,2000,35–39,Male,138
06,Hawke's Bay Region,2000,40–44,Female,21
06,Hawke's Bay Region,2000,40–44,Male,27
06,Hawke's Bay Region,2000,45–49,Male,3
06,Hawke's Bay Region,2001,15–19,Female,99
06,Hawke's Bay Region,2001,15–19,Male,102
06,Hawke's Bay Region,2001,20–24,Female,231
06,Hawke's Bay Region,2001,20–24,Male,234
06,Hawke's Bay Region,2001,25–29,Female,294
06,Hawke's Bay Region,2001,25–29,Male,321
06,Hawke's Bay Region,2001,30–34,Female,243
06,Hawke's Bay Region,2001,30–34,Male,288
06,Hawke's Bay Region,2001,35–39,Female,144
06,Hawke's Bay Region,2001,35–39,Male,132
06,Hawke's Bay Region,2001,40–44,Female,27
06,Hawke's Bay Region,2001,40–44,Male,24
06,Hawke's Bay Region,2001,45–49,Female,0
06,Hawke's Bay Region,2002,15–19,Female,99
06,Hawke's Bay Region,2002,15–19,Male,84
06,Hawke's Bay Region,2002,20–24,Female,219
06,Hawke's Bay Region,2002,20–24,Male,222
06,Hawke's Bay Region,2002,25–29,Female,279
06,Hawke's Bay Region,2002,25–29,Male,312
06,Hawke's Bay Region,2002,30–34,Female,303
06,Hawke's Bay Region,2002,30–34,Male,288
06,Hawke's Bay Region,2002,35–39,Female,153
06,Hawke's Bay Region,2002,35–39,Male,117
06,Hawke's Bay Region,2002,40–44,Female,24
06,Hawke's Bay Region,2002,40–44,Male,30
06,Hawke's Bay Region,2002,45–49,Female,3
06,Hawke's Bay Region,2003,15–19,Female,90
06,Hawke's Bay Region,2003,15–19,Male,93
06,Hawke's Bay Region,2003,20–24,Female,210
06,Hawke's Bay Region,2003,20–24,Male,213
06,Hawke's Bay Region,2003,25–29,Female,258
06,Hawke's Bay Region,2003,25–29,Male,273
06,Hawke's Bay Region,2003,30–34,Female,258
06,Hawke's Bay Region,2003,30–34,Male,279
06,Hawke's Bay Region,2003,35–39,Female,150
06,Hawke's Bay Region,2003,35–39,Male,114
06,Hawke's Bay Region,2003,40–44,Female,30
06,Hawke's Bay Region,2003,40–44,Male,30
06,Hawke's Bay Region,2003,45–49,Male,0
06,Hawke's Bay Region,2004,15–19,Female,117
06,Hawke's Bay Region,2004,15–19,Male,108
06,Hawke's Bay Region,2004,20–24,Female,204
06,Hawke's Bay Region,2004,20–24,Male,216
06,Hawke's Bay Region,2004,25–29,Female,243
06,Hawke's Bay Region,2004,25–29,Male,258
06,Hawke's Bay Region,2004,30–34,Female,264
06,Hawke's Bay Region,2004,30–34,Male,342
06,Hawke's Bay Region,2004,35–39,Female,147
06,Hawke's Bay Region,2004,35–39,Male,138
06,Hawke's Bay Region,2004,40–44,Female,36
06,Hawke's Bay Region,2004,40–44,Male,27
06,Hawke's Bay Region,2004,45–49,Female,0
06,Hawke's Bay Region,2004,45–49,Male,0
06,Hawke's Bay Region,2005,15–19,Female,108
06,Hawke's Bay Region,2005,15–19,Male,117
06,Hawke's Bay Region,2005,20–24,Female,252
06,Hawke's Bay Region,2005,20–24,Male,231
06,Hawke's Bay Region,2005,25–29,Female,258
06,Hawke's Bay Region,2005,25–29,Male,297
06,Hawke's Bay Region,2005,30–34,Female,291
06,Hawke's Bay Region,2005,30–34,Male,306
06,Hawke's Bay Region,2005,35–39,Female,141
06,Hawke's Bay Region,2005,35–39,Male,129
06,Hawke's Bay Region,2005,40–44,Female,24
06,Hawke's Bay Region,2005,40–44,Male,33
06,Hawke's Bay Region,2005,45–49,Female,0
06,Hawke's Bay Region,2005,45–49,Male,3
06,Hawke's Bay Region,2006,15–19,Female,111
06,Hawke's Bay Region,2006,15–19,Male,111
06,Hawke's Bay Region,2006,20–24,Female,222
06,Hawke's Bay Region,2006,20–24,Male,240
06,Hawke's Bay Region,2006,25–29,Female,261
06,Hawke's Bay Region,2006,25–29,Male,279
06,Hawke's Bay Region,2006,30–34,Female,264
06,Hawke's Bay Region,2006,30–34,Male,303
06,Hawke's Bay Region,2006,35–39,Female,162
06,Hawke's Bay Region,2006,35–39,Male,159
06,Hawke's Bay Region,2006,40–44,Female,33
06,Hawke's Bay Region,2006,40–44,Male,33
06,Hawke's Bay Region,2006,45–49,Female,6
06,Hawke's Bay Region,2006,45–49,Male,0
06,Hawke's Bay Region,2007,15–19,Female,105
06,Hawke's Bay Region,2007,15–19,Male,123
06,Hawke's Bay Region,2007,20–24,Female,228
06,Hawke's Bay Region,2007,20–24,Male,252
06,Hawke's Bay Region,2007,25–29,Female,261
06,Hawke's Bay Region,2007,25–29,Male,285
06,Hawke's Bay Region,2007,30–34,Female,324
06,Hawke's Bay Region,2007,30–34,Male,291
06,Hawke's Bay Region,2007,35–39,Female,177
06,Hawke's Bay Region,2007,35–39,Male,165
06,Hawke's Bay Region,2007,40–44,Female,30
06,Hawke's Bay Region,2007,40–44,Male,30
06,Hawke's Bay Region,2007,45–49,Female,0
06,Hawke's Bay Region,2007,45–49,Male,0
06,Hawke's Bay Region,2008,15–19,Female,132
06,Hawke's Bay Region,2008,15–19,Male,120
06,Hawke's Bay Region,2008,20–24,Female,234
06,Hawke's Bay Region,2008,20–24,Male,243
06,Hawke's Bay Region,2008,25–29,Female,303
06,Hawke's Bay Region,2008,25–29,Male,258
06,Hawke's Bay Region,2008,30–34,Female,288
06,Hawke's Bay Region,2008,30–34,Male,318
06,Hawke's Bay Region,2008,35–39,Female,174
06,Hawke's Bay Region,2008,35–39,Male,177
06,Hawke's Bay Region,2008,40–44,Female,24
06,Hawke's Bay Region,2008,40–44,Male,30
06,Hawke's Bay Region,2008,45–49,Female,0
06,Hawke's Bay Region,2008,45–49,Male,3
06,Hawke's Bay Region,2009,15–19,Female,123
06,Hawke's Bay Region,2009,15–19,Male,129
06,Hawke's Bay Region,2009,20–24,Female,234
06,Hawke's Bay Region,2009,20–24,Male,258
06,Hawke's Bay Region,2009,25–29,Female,285
06,Hawke's Bay Region,2009,25–29,Male,255
06,Hawke's Bay Region,2009,30–34,Female,267
06,Hawke's Bay Region,2009,30–34,Male,306
06,Hawke's Bay Region,2009,35–39,Female,171
06,Hawke's Bay Region,2009,35–39,Male,168
06,Hawke's Bay Region,2009,40–44,Female,21
06,Hawke's Bay Region,2009,40–44,Male,33
06,Hawke's Bay Region,2009,45–49,Female,0
06,Hawke's Bay Region,2009,45–49,Male,3
06,Hawke's Bay Region,2010,15–19,Female,132
06,Hawke's Bay Region,2010,15–19,Male,117
06,Hawke's Bay Region,2010,20–24,Female,279
06,Hawke's Bay Region,2010,20–24,Male,261
06,Hawke's Bay Region,2010,25–29,Female,264
06,Hawke's Bay Region,2010,25–29,Male,300
06,Hawke's Bay Region,2010,30–34,Female,309
06,Hawke's Bay Region,2010,30–34,Male,336
06,Hawke's Bay Region,2010,35–39,Female,201
06,Hawke's Bay Region,2010,35–39,Male,201
06,Hawke's Bay Region,2010,40–44,Female,27
06,Hawke's Bay Region,2010,40–44,Male,33
06,Hawke's Bay Region,2010,45–49,Female,6
06,Hawke's Bay Region,2010,45–49,Male,6
06,Hawke's Bay Region,2011,15–19,Female,102
06,Hawke's Bay Region,2011,15–19,Male,105
06,Hawke's Bay Region,2011,20–24,Female,222
06,Hawke's Bay Region,2011,20–24,Male,255
06,Hawke's Bay Region,2011,25–29,Female,285
06,Hawke's Bay Region,2011,25–29,Male,258
06,Hawke's Bay Region,2011,30–34,Female,276
06,Hawke's Bay Region,2011,30–34,Male,258
06,Hawke's Bay Region,2011,35–39,Female,156
06,Hawke's Bay Region,2011,35–39,Male,201
06,Hawke's Bay Region,2011,40–44,Female,45
06,Hawke's Bay Region,2011,40–44,Male,48
06,Hawke's Bay Region,2011,45–49,Female,0
06,Hawke's Bay Region,2011,45–49,Male,6
06,Hawke's Bay Region,2012,15–19,Female,93
06,Hawke's Bay Region,2012,15–19,Male,93
06,Hawke's Bay Region,2012,20–24,Female,279
06,Hawke's Bay Region,2012,20–24,Male,258
06,Hawke's Bay Region,2012,25–29,Female,228
06,Hawke's Bay Region,2012,25–29,Male,258
06,Hawke's Bay Region,2012,30–34,Female,288
06,Hawke's Bay Region,2012,30–34,Male,282
06,Hawke's Bay Region,2012,35–39,Female,183
06,Hawke's Bay Region,2012,35–39,Male,174
06,Hawke's Bay Region,2012,40–44,Female,39
06,Hawke's Bay Region,2012,40–44,Male,39
06,Hawke's Bay Region,2012,45–49,Female,3
06,Hawke's Bay Region,2012,45–49,Male,0
06,Hawke's Bay Region,2013,15–19,Female,90
06,Hawke's Bay Region,2013,15–19,Male,93
06,Hawke's Bay Region,2013,20–24,Female,276
06,Hawke's Bay Region,2013,20–24,Male,249
06,Hawke's Bay Region,2013,25–29,Female,267
06,Hawke's Bay Region,2013,25–29,Male,261
06,Hawke's Bay Region,2013,30–34,Female,261
06,Hawke's Bay Region,2013,30–34,Male,279
06,Hawke's Bay Region,2013,35–39,Female,174
06,Hawke's Bay Region,2013,35–39,Male,165
06,Hawke's Bay Region,2013,40–44,Female,48
06,Hawke's Bay Region,2013,40–44,Male,33
06,Hawke's Bay Region,2013,45–49,Female,0
06,Hawke's Bay Region,2013,45–49,Male,3
06,Hawke's Bay Region,2014,15–19,Female,96
06,Hawke's Bay Region,2014,15–19,Male,90
06,Hawke's Bay Region,2014,20–24,Female,255
06,Hawke's Bay Region,2014,20–24,Male,231
06,Hawke's Bay Region,2014,25–29,Female,270
06,Hawke's Bay Region,2014,25–29,Male,294
06,Hawke's Bay Region,2014,30–34,Female,264
06,Hawke's Bay Region,2014,30–34,Male,291
06,Hawke's Bay Region,2014,35–39,Female,153
06,Hawke's Bay Region,2014,35–39,Male,159
06,Hawke's Bay Region,2014,40–44,Female,48
06,Hawke's Bay Region,2014,40–44,Male,27
06,Hawke's Bay Region,2014,45–49,Female,0
06,Hawke's Bay Region,2014,45–49,Male,3
06,Hawke's Bay Region,2015,15–19,Female,69
06,Hawke's Bay Region,2015,15–19,Male,90
06,Hawke's Bay Region,2015,20–24,Female,240
06,Hawke's Bay Region,2015,20–24,Male,237
06,Hawke's Bay Region,2015,25–29,Female,270
06,Hawke's Bay Region,2015,25–29,Male,276
06,Hawke's Bay Region,2015,30–34,Female,258
06,Hawke's Bay Region,2015,30–34,Male,267
06,Hawke's Bay Region,2015,35–39,Female,144
06,Hawke's Bay Region,2015,35–39,Male,147
06,Hawke's Bay Region,2015,40–44,Female,42
06,Hawke's Bay Region,2015,40–44,Male,39
06,Hawke's Bay Region,2015,45–49,Female,3
06,Hawke's Bay Region,2016,15–19,Female,63
06,Hawke's Bay Region,2016,15–19,Male,84
06,Hawke's Bay Region,2016,20–24,Female,228
06,Hawke's Bay Region,2016,20–24,Male,231
06,Hawke's Bay Region,2016,25–29,Female,294
06,Hawke's Bay Region,2016,25–29,Male,285
06,Hawke's Bay Region,2016,30–34,Female,261
06,Hawke's Bay Region,2016,30–34,Male,309
06,Hawke's Bay Region,2016,35–39,Female,138
06,Hawke's Bay Region,2016,35–39,Male,126
06,Hawke's Bay Region,2016,40–44,Female,15
06,Hawke's Bay Region,2016,40–44,Male,27
06,Hawke's Bay Region,2016,45–49,Female,0
06,Hawke's Bay Region,2016,45–49,Male,0
07,Taranaki Region,1997,15–19,Female,63
07,Taranaki Region,1997,15–19,Male,66
07,Taranaki Region,1997,20–24,Female,177
07,Taranaki Region,1997,20–24,Male,180
07,Taranaki Region,1997,25–29,Female,213
07,Taranaki Region,1997,25–29,Male,234
07,Taranaki Region,1997,30–34,Female,201
07,Taranaki Region,1997,30–34,Male,195
07,Taranaki Region,1997,35–39,Female,69
07,Taranaki Region,1997,35–39,Male,84
07,Taranaki Region,1997,40–44,Female,9
07,Taranaki Region,1997,40–44,Male,12
07,Taranaki Region,1998,15–19,Female,63
07,Taranaki Region,1998,15–19,Male,69
07,Taranaki Region,1998,20–24,Female,150
07,Taranaki Region,1998,20–24,Male,159
07,Taranaki Region,1998,25–29,Female,243
07,Taranaki Region,1998,25–29,Male,234
