year,rc13,rc13desc,age_grp,sex,count
1996,01,Northland Region,00–04,Female,5900
1996,01,Northland Region,00–04,Male,6230
1996,01,Northland Region,05-09,Female,6330
1996,01,Northland Region,05-09,Male,6820
1996,01,Northland Region,10-14,Female,5740
1996,01,Northland Region,10-14,Male,6180
1996,01,Northland Region,15-19,Female,4580
1996,01,Northland Region,15-19,Male,4930
1996,01,Northland Region,20–24,Female,3770
1996,01,Northland Region,20–24,Male,3760
1996,01,Northland Region,25–29,Female,4600
1996,01,Northland Region,25–29,Male,4110
1996,01,Northland Region,30–34,Female,5350
1996,01,Northland Region,30–34,Male,4820
1996,01,Northland Region,35–39,Female,5620
1996,01,Northland Region,35–39,Male,5090
1996,01,Northland Region,40–44,Female,4920
1996,01,Northland Region,40–44,Male,4970
1996,01,Northland Region,45–49,Female,4600
1996,01,Northland Region,45–49,Male,4640
1996,01,Northland Region,50–54,Female,3840
1996,01,Northland Region,50–54,Male,3760
1996,01,Northland Region,55–59,Female,3490
1996,01,Northland Region,55–59,Male,3630
1996,01,Northland Region,60–64,Female,2990
1996,01,Northland Region,60–64,Male,3050
1996,01,Northland Region,65–69,Female,2820
1996,01,Northland Region,65–69,Male,3030
1996,01,Northland Region,70–74,Female,2370
1996,01,Northland Region,70–74,Male,2290
1996,01,Northland Region,75–79,Female,1740
1996,01,Northland Region,75–79,Male,1380
1996,01,Northland Region,80–84,Female,1180
1996,01,Northland Region,80–84,Male,830
1996,01,Northland Region,85–89,Female,620
1996,01,Northland Region,85–89,Male,340
1996,01,Northland Region,90+,Female,240
1996,01,Northland Region,90+,Male,110
1996,02,Auckland Region,00–04,Female,44190
1996,02,Auckland Region,00–04,Male,46970
1996,02,Auckland Region,05-09,Female,42560
1996,02,Auckland Region,05-09,Male,44870
1996,02,Auckland Region,10-14,Female,37420
1996,02,Auckland Region,10-14,Male,39560
1996,02,Auckland Region,15-19,Female,39840
1996,02,Auckland Region,15-19,Male,41240
1996,02,Auckland Region,20–24,Female,44200
1996,02,Auckland Region,20–24,Male,43050
1996,02,Auckland Region,25–29,Female,48560
1996,02,Auckland Region,25–29,Male,45410
1996,02,Auckland Region,30–34,Female,49980
1996,02,Auckland Region,30–34,Male,48330
1996,02,Auckland Region,35–39,Female,46090
1996,02,Auckland Region,35–39,Male,44740
1996,02,Auckland Region,40–44,Female,41170
1996,02,Auckland Region,40–44,Male,39160
1996,02,Auckland Region,45–49,Female,38270
1996,02,Auckland Region,45–49,Male,37680
1996,02,Auckland Region,50–54,Female,29010
1996,02,Auckland Region,50–54,Male,28720
1996,02,Auckland Region,55–59,Female,23230
1996,02,Auckland Region,55–59,Male,23220
1996,02,Auckland Region,60–64,Female,18190
1996,02,Auckland Region,60–64,Male,17880
1996,02,Auckland Region,65–69,Female,17750
1996,02,Auckland Region,65–69,Male,16740
1996,02,Auckland Region,70–74,Female,16280
1996,02,Auckland Region,70–74,Male,13360
1996,02,Auckland Region,75–79,Female,13100
1996,02,Auckland Region,75–79,Male,8920
1996,02,Auckland Region,80–84,Female,9770
1996,02,Auckland Region,80–84,Male,5500
1996,02,Auckland Region,85–89,Female,5180
1996,02,Auckland Region,85–89,Male,2300
1996,02,Auckland Region,90+,Female,2570
1996,02,Auckland Region,90+,Male,810
1996,03,Waikato Region,00–04,Female,14530
1996,03,Waikato Region,00–04,Male,15800
1996,03,Waikato Region,05-09,Female,15150
1996,03,Waikato Region,05-09,Male,15610
1996,03,Waikato Region,10-14,Female,13710
1996,03,Waikato Region,10-14,Male,14660
1996,03,Waikato Region,15-19,Female,13330
1996,03,Waikato Region,15-19,Male,14120
1996,03,Waikato Region,20–24,Female,13310
1996,03,Waikato Region,20–24,Male,13760
1996,03,Waikato Region,25–29,Female,13460
1996,03,Waikato Region,25–29,Male,12850
1996,03,Waikato Region,30–34,Female,14050
1996,03,Waikato Region,30–34,Male,13370
1996,03,Waikato Region,35–39,Female,14170
1996,03,Waikato Region,35–39,Male,13700
1996,03,Waikato Region,40–44,Female,12390
1996,03,Waikato Region,40–44,Male,12300
1996,03,Waikato Region,45–49,Female,11410
1996,03,Waikato Region,45–49,Male,11440
1996,03,Waikato Region,50–54,Female,9080
1996,03,Waikato Region,50–54,Male,9100
1996,03,Waikato Region,55–59,Female,7840
1996,03,Waikato Region,55–59,Male,7710
1996,03,Waikato Region,60–64,Female,6620
1996,03,Waikato Region,60–64,Male,6690
1996,03,Waikato Region,65–69,Female,6310
1996,03,Waikato Region,65–69,Male,6440
1996,03,Waikato Region,70–74,Female,5530
1996,03,Waikato Region,70–74,Male,4890
1996,03,Waikato Region,75–79,Female,4260
1996,03,Waikato Region,75–79,Male,3070
1996,03,Waikato Region,80–84,Female,2940
1996,03,Waikato Region,80–84,Male,1960
1996,03,Waikato Region,85–89,Female,1470
1996,03,Waikato Region,85–89,Male,750
1996,03,Waikato Region,90+,Female,690
1996,03,Waikato Region,90+,Male,260
1996,04,Bay of Plenty Region,00–04,Female,9390
1996,04,Bay of Plenty Region,00–04,Male,10230
1996,04,Bay of Plenty Region,05-09,Female,9740
1996,04,Bay of Plenty Region,05-09,Male,10220
1996,04,Bay of Plenty Region,10-14,Female,8910
1996,04,Bay of Plenty Region,10-14,Male,9250
1996,04,Bay of Plenty Region,15-19,Female,7760
1996,04,Bay of Plenty Region,15-19,Male,8230
1996,04,Bay of Plenty Region,20–24,Female,7150
1996,04,Bay of Plenty Region,20–24,Male,7030
1996,04,Bay of Plenty Region,25–29,Female,7980
1996,04,Bay of Plenty Region,25–29,Male,7330
1996,04,Bay of Plenty Region,30–34,Female,9090
1996,04,Bay of Plenty Region,30–34,Male,8230
1996,04,Bay of Plenty Region,35–39,Female,9030
1996,04,Bay of Plenty Region,35–39,Male,8480
1996,04,Bay of Plenty Region,40–44,Female,8060
1996,04,Bay of Plenty Region,40–44,Male,7730
1996,04,Bay of Plenty Region,45–49,Female,7420
1996,04,Bay of Plenty Region,45–49,Male,7400
1996,04,Bay of Plenty Region,50–54,Female,5970
1996,04,Bay of Plenty Region,50–54,Male,6000
1996,04,Bay of Plenty Region,55–59,Female,5610
1996,04,Bay of Plenty Region,55–59,Male,5140
1996,04,Bay of Plenty Region,60–64,Female,4850
1996,04,Bay of Plenty Region,60–64,Male,4700
1996,04,Bay of Plenty Region,65–69,Female,4780
1996,04,Bay of Plenty Region,65–69,Male,4830
1996,04,Bay of Plenty Region,70–74,Female,4380
1996,04,Bay of Plenty Region,70–74,Male,3920
1996,04,Bay of Plenty Region,75–79,Female,3280
1996,04,Bay of Plenty Region,75–79,Male,2550
1996,04,Bay of Plenty Region,80–84,Female,2170
1996,04,Bay of Plenty Region,80–84,Male,1430
1996,04,Bay of Plenty Region,85–89,Female,1110
1996,04,Bay of Plenty Region,85–89,Male,560
1996,04,Bay of Plenty Region,90+,Female,510
1996,04,Bay of Plenty Region,90+,Male,210
1996,05,Gisborne Region,00–04,Female,2110
1996,05,Gisborne Region,00–04,Male,2330
1996,05,Gisborne Region,05-09,Female,2230
1996,05,Gisborne Region,05-09,Male,2360
1996,05,Gisborne Region,10-14,Female,2030
1996,05,Gisborne Region,10-14,Male,2070
1996,05,Gisborne Region,15-19,Female,1660
1996,05,Gisborne Region,15-19,Male,1740
1996,05,Gisborne Region,20–24,Female,1470
1996,05,Gisborne Region,20–24,Male,1530
1996,05,Gisborne Region,25–29,Female,1670
1996,05,Gisborne Region,25–29,Male,1470
1996,05,Gisborne Region,30–34,Female,1820
1996,05,Gisborne Region,30–34,Male,1640
1996,05,Gisborne Region,35–39,Female,1920
1996,05,Gisborne Region,35–39,Male,1800
1996,05,Gisborne Region,40–44,Female,1660
1996,05,Gisborne Region,40–44,Male,1700
1996,05,Gisborne Region,45–49,Female,1380
1996,05,Gisborne Region,45–49,Male,1490
1996,05,Gisborne Region,50–54,Female,1100
1996,05,Gisborne Region,50–54,Male,1080
1996,05,Gisborne Region,55–59,Female,970
1996,05,Gisborne Region,55–59,Male,930
1996,05,Gisborne Region,60–64,Female,920
1996,05,Gisborne Region,60–64,Male,890
1996,05,Gisborne Region,65–69,Female,870
1996,05,Gisborne Region,65–69,Male,790
1996,05,Gisborne Region,70–74,Female,730
1996,05,Gisborne Region,70–74,Male,620
1996,05,Gisborne Region,75–79,Female,590
1996,05,Gisborne Region,75–79,Male,410
1996,05,Gisborne Region,80–84,Female,460
1996,05,Gisborne Region,80–84,Male,290
1996,05,Gisborne Region,85–89,Female,230
1996,05,Gisborne Region,85–89,Male,90
1996,05,Gisborne Region,90+,Female,100
1996,05,Gisborne Region,90+,Male,40
1996,06,Hawke's Bay Region,00–04,Female,5760
1996,06,Hawke's Bay Region,00–04,Male,6340
1996,06,Hawke's Bay Region,05-09,Female,6190
1996,06,Hawke's Bay Region,05-09,Male,6300
1996,06,Hawke's Bay Region,10-14,Female,5570
1996,06,Hawke's Bay Region,10-14,Male,5920
1996,06,Hawke's Bay Region,15-19,Female,5060
1996,06,Hawke's Bay Region,15-19,Male,5510
1996,06,Hawke's Bay Region,20–24,Female,4660
1996,06,Hawke's Bay Region,20–24,Male,4600
1996,06,Hawke's Bay Region,25–29,Female,5030
1996,06,Hawke's Bay Region,25–29,Male,4830
1996,06,Hawke's Bay Region,30–34,Female,5550
1996,06,Hawke's Bay Region,30–34,Male,5070
1996,06,Hawke's Bay Region,35–39,Female,5710
1996,06,Hawke's Bay Region,35–39,Male,5470
1996,06,Hawke's Bay Region,40–44,Female,5300
1996,06,Hawke's Bay Region,40–44,Male,4910
1996,06,Hawke's Bay Region,45–49,Female,5110
1996,06,Hawke's Bay Region,45–49,Male,5050
1996,06,Hawke's Bay Region,50–54,Female,3800
1996,06,Hawke's Bay Region,50–54,Male,3930
1996,06,Hawke's Bay Region,55–59,Female,3410
1996,06,Hawke's Bay Region,55–59,Male,3290
1996,06,Hawke's Bay Region,60–64,Female,2940
1996,06,Hawke's Bay Region,60–64,Male,2800
1996,06,Hawke's Bay Region,65–69,Female,2930
1996,06,Hawke's Bay Region,65–69,Male,2790
1996,06,Hawke's Bay Region,70–74,Female,2770
1996,06,Hawke's Bay Region,70–74,Male,2210
1996,06,Hawke's Bay Region,75–79,Female,2160
1996,06,Hawke's Bay Region,75–79,Male,1480
1996,06,Hawke's Bay Region,80–84,Female,1530
1996,06,Hawke's Bay Region,80–84,Male,880
1996,06,Hawke's Bay Region,85–89,Female,850
1996,06,Hawke's Bay Region,85–89,Male,410
1996,06,Hawke's Bay Region,90+,Female,390
1996,06,Hawke's Bay Region,90+,Male,120
1996,07,Taranaki Region,00–04,Female,4190
1996,07,Taranaki Region,00–04,Male,4430
1996,07,Taranaki Region,05-09,Female,4590
1996,07,Taranaki Region,05-09,Male,4830
1996,07,Taranaki Region,10-14,Female,4210
1996,07,Taranaki Region,10-14,Male,4540
1996,07,Taranaki Region,15-19,Female,3760
1996,07,Taranaki Region,15-19,Male,4100
1996,07,Taranaki Region,20–24,Female,3330
1996,07,Taranaki Region,20–24,Male,3400
1996,07,Taranaki Region,25–29,Female,3720
1996,07,Taranaki Region,25–29,Male,3670
1996,07,Taranaki Region,30–34,Female,4140
1996,07,Taranaki Region,30–34,Male,4100
1996,07,Taranaki Region,35–39,Female,4460
1996,07,Taranaki Region,35–39,Male,4160
1996,07,Taranaki Region,40–44,Female,3790
1996,07,Taranaki Region,40–44,Male,3920
1996,07,Taranaki Region,45–49,Female,3490
1996,07,Taranaki Region,45–49,Male,3620
1996,07,Taranaki Region,50–54,Female,2710
1996,07,Taranaki Region,50–54,Male,2800
1996,07,Taranaki Region,55–59,Female,2450
1996,07,Taranaki Region,55–59,Male,2400
1996,07,Taranaki Region,60–64,Female,2140
1996,07,Taranaki Region,60–64,Male,2160
1996,07,Taranaki Region,65–69,Female,2200
1996,07,Taranaki Region,65–69,Male,2060
1996,07,Taranaki Region,70–74,Female,2080
1996,07,Taranaki Region,70–74,Male,1670
1996,07,Taranaki Region,75–79,Female,1600
1996,07,Taranaki Region,75–79,Male,1140
1996,07,Taranaki Region,80–84,Female,1130
1996,07,Taranaki Region,80–84,Male,690
1996,07,Taranaki Region,85–89,Female,640
1996,07,Taranaki Region,85–89,Male,300
1996,07,Taranaki Region,90+,Female,300
1996,07,Taranaki Region,90+,Male,100
1996,08,Manawatu-Wanganui Region,00–04,Female,9220
1996,08,Manawatu-Wanganui Region,00–04,Male,9650
1996,08,Manawatu-Wanganui Region,05-09,Female,9430
1996,08,Manawatu-Wanganui Region,05-09,Male,9860
1996,08,Manawatu-Wanganui Region,10-14,Female,8600
1996,08,Manawatu-Wanganui Region,10-14,Male,9130
1996,08,Manawatu-Wanganui Region,15-19,Female,9000
1996,08,Manawatu-Wanganui Region,15-19,Male,9290
1996,08,Manawatu-Wanganui Region,20–24,Female,9450
1996,08,Manawatu-Wanganui Region,20–24,Male,9880
1996,08,Manawatu-Wanganui Region,25–29,Female,8450
1996,08,Manawatu-Wanganui Region,25–29,Male,8350
1996,08,Manawatu-Wanganui Region,30–34,Female,9050
1996,08,Manawatu-Wanganui Region,30–34,Male,8680
1996,08,Manawatu-Wanganui Region,35–39,Female,9050
1996,08,Manawatu-Wanganui Region,35–39,Male,8860
1996,08,Manawatu-Wanganui Region,40–44,Female,7870
1996,08,Manawatu-Wanganui Region,40–44,Male,7670
1996,08,Manawatu-Wanganui Region,45–49,Female,7150
1996,08,Manawatu-Wanganui Region,45–49,Male,7110
1996,08,Manawatu-Wanganui Region,50–54,Female,5650
1996,08,Manawatu-Wanganui Region,50–54,Male,5590
1996,08,Manawatu-Wanganui Region,55–59,Female,5120
1996,08,Manawatu-Wanganui Region,55–59,Male,5000
1996,08,Manawatu-Wanganui Region,60–64,Female,4530
1996,08,Manawatu-Wanganui Region,60–64,Male,4300
1996,08,Manawatu-Wanganui Region,65–69,Female,4480
1996,08,Manawatu-Wanganui Region,65–69,Male,4360
1996,08,Manawatu-Wanganui Region,70–74,Female,4120
1996,08,Manawatu-Wanganui Region,70–74,Male,3470
1996,08,Manawatu-Wanganui Region,75–79,Female,3310
1996,08,Manawatu-Wanganui Region,75–79,Male,2290
1996,08,Manawatu-Wanganui Region,80–84,Female,2440
1996,08,Manawatu-Wanganui Region,80–84,Male,1390
1996,08,Manawatu-Wanganui Region,85–89,Female,1280
1996,08,Manawatu-Wanganui Region,85–89,Male,590
1996,08,Manawatu-Wanganui Region,90+,Female,690
1996,08,Manawatu-Wanganui Region,90+,Male,180
1996,09,Wellington Region,00–04,Female,16090
1996,09,Wellington Region,00–04,Male,17010
1996,09,Wellington Region,05-09,Female,15840
1996,09,Wellington Region,05-09,Male,16760
1996,09,Wellington Region,10-14,Female,13890
1996,09,Wellington Region,10-14,Male,14840
1996,09,Wellington Region,15-19,Female,14710
1996,09,Wellington Region,15-19,Male,14780
1996,09,Wellington Region,20–24,Female,17230
1996,09,Wellington Region,20–24,Male,16470
1996,09,Wellington Region,25–29,Female,18530
1996,09,Wellington Region,25–29,Male,17460
1996,09,Wellington Region,30–34,Female,19200
1996,09,Wellington Region,30–34,Male,18290
1996,09,Wellington Region,35–39,Female,17710
1996,09,Wellington Region,35–39,Male,17270
1996,09,Wellington Region,40–44,Female,15380
1996,09,Wellington Region,40–44,Male,15030
1996,09,Wellington Region,45–49,Female,14330
1996,09,Wellington Region,45–49,Male,14520
1996,09,Wellington Region,50–54,Female,11040
1996,09,Wellington Region,50–54,Male,11120
1996,09,Wellington Region,55–59,Female,9310
1996,09,Wellington Region,55–59,Male,9300
1996,09,Wellington Region,60–64,Female,7660
1996,09,Wellington Region,60–64,Male,7690
1996,09,Wellington Region,65–69,Female,7450
1996,09,Wellington Region,65–69,Male,7000
1996,09,Wellington Region,70–74,Female,6680
1996,09,Wellington Region,70–74,Male,5580
1996,09,Wellington Region,75–79,Female,5310
1996,09,Wellington Region,75–79,Male,3540
1996,09,Wellington Region,80–84,Female,3740
1996,09,Wellington Region,80–84,Male,2100
1996,09,Wellington Region,85–89,Female,2020
1996,09,Wellington Region,85–89,Male,920
1996,09,Wellington Region,90+,Female,890
1996,09,Wellington Region,90+,Male,280
1996,12,West Coast Region,00–04,Female,1310
1996,12,West Coast Region,00–04,Male,1400
1996,12,West Coast Region,05-09,Female,1340
1996,12,West Coast Region,05-09,Male,1430
1996,12,West Coast Region,10-14,Female,1200
1996,12,West Coast Region,10-14,Male,1270
1996,12,West Coast Region,15-19,Female,1010
1996,12,West Coast Region,15-19,Male,1150
1996,12,West Coast Region,20–24,Female,930
1996,12,West Coast Region,20–24,Male,980
1996,12,West Coast Region,25–29,Female,1140
1996,12,West Coast Region,25–29,Male,1100
1996,12,West Coast Region,30–34,Female,1350
1996,12,West Coast Region,30–34,Male,1300
1996,12,West Coast Region,35–39,Female,1350
1996,12,West Coast Region,35–39,Male,1440
1996,12,West Coast Region,40–44,Female,1120
1996,12,West Coast Region,40–44,Male,1300
1996,12,West Coast Region,45–49,Female,1090
1996,12,West Coast Region,45–49,Male,1200
1996,12,West Coast Region,50–54,Female,920
1996,12,West Coast Region,50–54,Male,970
1996,12,West Coast Region,55–59,Female,730
1996,12,West Coast Region,55–59,Male,840
1996,12,West Coast Region,60–64,Female,610
1996,12,West Coast Region,60–64,Male,730
1996,12,West Coast Region,65–69,Female,590
1996,12,West Coast Region,65–69,Male,630
1996,12,West Coast Region,70–74,Female,560
1996,12,West Coast Region,70–74,Male,550
1996,12,West Coast Region,75–79,Female,450
1996,12,West Coast Region,75–79,Male,350
1996,12,West Coast Region,80–84,Female,340
1996,12,West Coast Region,80–84,Male,210
1996,12,West Coast Region,85–89,Female,170
1996,12,West Coast Region,85–89,Male,80
1996,12,West Coast Region,90+,Female,60
1996,12,West Coast Region,90+,Male,30
1996,13,Canterbury Region,00–04,Female,16000
1996,13,Canterbury Region,00–04,Male,16900
1996,13,Canterbury Region,05-09,Female,16200
1996,13,Canterbury Region,05-09,Male,17260
1996,13,Canterbury Region,10-14,Female,15520
1996,13,Canterbury Region,10-14,Male,15970
1996,13,Canterbury Region,15-19,Female,16930
1996,13,Canterbury Region,15-19,Male,17500
1996,13,Canterbury Region,20–24,Female,18690
1996,13,Canterbury Region,20–24,Male,19730
1996,13,Canterbury Region,25–29,Female,18250
1996,13,Canterbury Region,25–29,Male,18300
1996,13,Canterbury Region,30–34,Female,18910
1996,13,Canterbury Region,30–34,Male,18410
1996,13,Canterbury Region,35–39,Female,18890
1996,13,Canterbury Region,35–39,Male,18640
1996,13,Canterbury Region,40–44,Female,17430
1996,13,Canterbury Region,40–44,Male,17260
1996,13,Canterbury Region,45–49,Female,16610
1996,13,Canterbury Region,45–49,Male,16710
1996,13,Canterbury Region,50–54,Female,12640
1996,13,Canterbury Region,50–54,Male,12800
1996,13,Canterbury Region,55–59,Female,11190
1996,13,Canterbury Region,55–59,Male,10760
1996,13,Canterbury Region,60–64,Female,9610
1996,13,Canterbury Region,60–64,Male,9270
1996,13,Canterbury Region,65–69,Female,10190
1996,13,Canterbury Region,65–69,Male,9570
1996,13,Canterbury Region,70–74,Female,9670
1996,13,Canterbury Region,70–74,Male,7770
1996,13,Canterbury Region,75–79,Female,7510
1996,13,Canterbury Region,75–79,Male,5010
1996,13,Canterbury Region,80–84,Female,5410
1996,13,Canterbury Region,80–84,Male,3050
1996,13,Canterbury Region,85–89,Female,2910
1996,13,Canterbury Region,85–89,Male,1250
1996,13,Canterbury Region,90+,Female,1290
1996,13,Canterbury Region,90+,Male,390
1996,14,Otago Region,00–04,Female,6030
1996,14,Otago Region,00–04,Male,6450
1996,14,Otago Region,05-09,Female,6140
1996,14,Otago Region,05-09,Male,6550
1996,14,Otago Region,10-14,Female,5860
1996,14,Otago Region,10-14,Male,6330
1996,14,Otago Region,15-19,Female,7910
1996,14,Otago Region,15-19,Male,7570
1996,14,Otago Region,20–24,Female,9310
1996,14,Otago Region,20–24,Male,8900
1996,14,Otago Region,25–29,Female,6850
1996,14,Otago Region,25–29,Male,6700
1996,14,Otago Region,30–34,Female,7220
1996,14,Otago Region,30–34,Male,7040
1996,14,Otago Region,35–39,Female,7300
1996,14,Otago Region,35–39,Male,7190
1996,14,Otago Region,40–44,Female,6480
1996,14,Otago Region,40–44,Male,6600
1996,14,Otago Region,45–49,Female,6190
1996,14,Otago Region,45–49,Male,6250
1996,14,Otago Region,50–54,Female,4650
1996,14,Otago Region,50–54,Male,4740
1996,14,Otago Region,55–59,Female,4270
1996,14,Otago Region,55–59,Male,4320
1996,14,Otago Region,60–64,Female,3730
1996,14,Otago Region,60–64,Male,3680
1996,14,Otago Region,65–69,Female,3940
1996,14,Otago Region,65–69,Male,3790
1996,14,Otago Region,70–74,Female,3610
1996,14,Otago Region,70–74,Male,2970
1996,14,Otago Region,75–79,Female,2990
1996,14,Otago Region,75–79,Male,1820
1996,14,Otago Region,80–84,Female,2210
1996,14,Otago Region,80–84,Male,1180
1996,14,Otago Region,85–89,Female,1250
1996,14,Otago Region,85–89,Male,520
1996,14,Otago Region,90+,Female,570
1996,14,Otago Region,90+,Male,160
1996,15,Southland Region,00–04,Female,3570
1996,15,Southland Region,00–04,Male,4040
1996,15,Southland Region,05-09,Female,3870
1996,15,Southland Region,05-09,Male,4120
1996,15,Southland Region,10-14,Female,3940
1996,15,Southland Region,10-14,Male,4020
1996,15,Southland Region,15-19,Female,3410
1996,15,Southland Region,15-19,Male,3810
1996,15,Southland Region,20–24,Female,2970
1996,15,Southland Region,20–24,Male,3230
1996,15,Southland Region,25–29,Female,3440
1996,15,Southland Region,25–29,Male,3340
1996,15,Southland Region,30–34,Female,4030
1996,15,Southland Region,30–34,Male,3960
1996,15,Southland Region,35–39,Female,4060
1996,15,Southland Region,35–39,Male,4020
1996,15,Southland Region,40–44,Female,3500
1996,15,Southland Region,40–44,Male,3730
1996,15,Southland Region,45–49,Female,3160
1996,15,Southland Region,45–49,Male,3480
1996,15,Southland Region,50–54,Female,2430
1996,15,Southland Region,50–54,Male,2700
1996,15,Southland Region,55–59,Female,2260
1996,15,Southland Region,55–59,Male,2330
1996,15,Southland Region,60–64,Female,1940
1996,15,Southland Region,60–64,Male,1980
1996,15,Southland Region,65–69,Female,1870
1996,15,Southland Region,65–69,Male,1910
1996,15,Southland Region,70–74,Female,1710
1996,15,Southland Region,70–74,Male,1390
1996,15,Southland Region,75–79,Female,1370
1996,15,Southland Region,75–79,Male,880
1996,15,Southland Region,80–84,Female,950
1996,15,Southland Region,80–84,Male,560
1996,15,Southland Region,85–89,Female,510
1996,15,Southland Region,85–89,Male,190
1996,15,Southland Region,90+,Female,210
1996,15,Southland Region,90+,Male,90
1996,16,Tasman Region,00–04,Female,1370
1996,16,Tasman Region,00–04,Male,1510
1996,16,Tasman Region,05-09,Female,1560
1996,16,Tasman Region,05-09,Male,1630
1996,16,Tasman Region,10-14,Female,1410
1996,16,Tasman Region,10-14,Male,1570
1996,16,Tasman Region,15-19,Female,1170
1996,16,Tasman Region,15-19,Male,1340
1996,16,Tasman Region,20–24,Female,1090
1996,16,Tasman Region,20–24,Male,1170
1996,16,Tasman Region,25–29,Female,1240
1996,16,Tasman Region,25–29,Male,1280
1996,16,Tasman Region,30–34,Female,1450
1996,16,Tasman Region,30–34,Male,1390
1996,16,Tasman Region,35–39,Female,1630
1996,16,Tasman Region,35–39,Male,1580
1996,16,Tasman Region,40–44,Female,1450
1996,16,Tasman Region,40–44,Male,1510
1996,16,Tasman Region,45–49,Female,1450
1996,16,Tasman Region,45–49,Male,1540
1996,16,Tasman Region,50–54,Female,1080
1996,16,Tasman Region,50–54,Male,1180
1996,16,Tasman Region,55–59,Female,890
1996,16,Tasman Region,55–59,Male,920
1996,16,Tasman Region,60–64,Female,780
1996,16,Tasman Region,60–64,Male,810
1996,16,Tasman Region,65–69,Female,730
1996,16,Tasman Region,65–69,Male,760
1996,16,Tasman Region,70–74,Female,710
1996,16,Tasman Region,70–74,Male,650
1996,16,Tasman Region,75–79,Female,520
1996,16,Tasman Region,75–79,Male,430
1996,16,Tasman Region,80–84,Female,370
1996,16,Tasman Region,80–84,Male,220
1996,16,Tasman Region,85–89,Female,170
1996,16,Tasman Region,85–89,Male,90
1996,16,Tasman Region,90+,Female,60
1996,16,Tasman Region,90+,Male,30
1996,17,Nelson Region,00–04,Female,1380
1996,17,Nelson Region,00–04,Male,1490
1996,17,Nelson Region,05-09,Female,1450
1996,17,Nelson Region,05-09,Male,1520
1996,17,Nelson Region,10-14,Female,1310
1996,17,Nelson Region,10-14,Male,1400
1996,17,Nelson Region,15-19,Female,1290
1996,17,Nelson Region,15-19,Male,1450
1996,17,Nelson Region,20–24,Female,1480
1996,17,Nelson Region,20–24,Male,1460
1996,17,Nelson Region,25–29,Female,1520
1996,17,Nelson Region,25–29,Male,1550
1996,17,Nelson Region,30–34,Female,1680
1996,17,Nelson Region,30–34,Male,1650
1996,17,Nelson Region,35–39,Female,1670
1996,17,Nelson Region,35–39,Male,1580
1996,17,Nelson Region,40–44,Female,1600
1996,17,Nelson Region,40–44,Male,1480
1996,17,Nelson Region,45–49,Female,1440
1996,17,Nelson Region,45–49,Male,1480
1996,17,Nelson Region,50–54,Female,1070
1996,17,Nelson Region,50–54,Male,1040
1996,17,Nelson Region,55–59,Female,930
1996,17,Nelson Region,55–59,Male,930
1996,17,Nelson Region,60–64,Female,800
1996,17,Nelson Region,60–64,Male,780
1996,17,Nelson Region,65–69,Female,890
1996,17,Nelson Region,65–69,Male,720
1996,17,Nelson Region,70–74,Female,880
1996,17,Nelson Region,70–74,Male,720
1996,17,Nelson Region,75–79,Female,720
1996,17,Nelson Region,75–79,Male,500
1996,17,Nelson Region,80–84,Female,490
1996,17,Nelson Region,80–84,Male,300
1996,17,Nelson Region,85–89,Female,280
1996,17,Nelson Region,85–89,Male,130
1996,17,Nelson Region,90+,Female,130
1996,17,Nelson Region,90+,Male,40
1996,18,Marlborough Region,00–04,Female,1380
1996,18,Marlborough Region,00–04,Male,1430
1996,18,Marlborough Region,05-09,Female,1450
1996,18,Marlborough Region,05-09,Male,1550
1996,18,Marlborough Region,10-14,Female,1440
1996,18,Marlborough Region,10-14,Male,1450
1996,18,Marlborough Region,15-19,Female,1210
1996,18,Marlborough Region,15-19,Male,1380
1996,18,Marlborough Region,20–24,Female,1020
1996,18,Marlborough Region,20–24,Male,1270
1996,18,Marlborough Region,25–29,Female,1300
1996,18,Marlborough Region,25–29,Male,1310
1996,18,Marlborough Region,30–34,Female,1400
1996,18,Marlborough Region,30–34,Male,1400
1996,18,Marlborough Region,35–39,Female,1560
1996,18,Marlborough Region,35–39,Male,1540
1996,18,Marlborough Region,40–44,Female,1380
1996,18,Marlborough Region,40–44,Male,1400
1996,18,Marlborough Region,45–49,Female,1340
1996,18,Marlborough Region,45–49,Male,1350
1996,18,Marlborough Region,50–54,Female,1180
1996,18,Marlborough Region,50–54,Male,1170
1996,18,Marlborough Region,55–59,Female,950
1996,18,Marlborough Region,55–59,Male,1070
1996,18,Marlborough Region,60–64,Female,830
1996,18,Marlborough Region,60–64,Male,900
1996,18,Marlborough Region,65–69,Female,910
1996,18,Marlborough Region,65–69,Male,900
1996,18,Marlborough Region,70–74,Female,800
1996,18,Marlborough Region,70–74,Male,720
1996,18,Marlborough Region,75–79,Female,600
1996,18,Marlborough Region,75–79,Male,470
1996,18,Marlborough Region,80–84,Female,440
1996,18,Marlborough Region,80–84,Male,270
1996,18,Marlborough Region,85–89,Female,220
1996,18,Marlborough Region,85–89,Male,100
1996,18,Marlborough Region,90+,Female,90
1996,18,Marlborough Region,90+,Male,30
1996,99,Area Outside Region,00–04,Female,30
1996,99,Area Outside Region,00–04,Male,50
1996,99,Area Outside Region,05-09,Female,20
1996,99,Area Outside Region,05-09,Male,40
1996,99,Area Outside Region,10-14,Female,20
1996,99,Area Outside Region,10-14,Male,40
